,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Answer
53,"The correct answer is D) 95 Kmph.

The speed of the train can be calculated using the equation:

Speed = Distance / Time

Therefore, the speed of the train is:

500 m / 20 sec = 25 m/sec

Converting this to kilometers per hour, we get:

25 m/sec * 60 sec/min * 60 min/hr = 95 Kmph",The speed of the train is 95 kmph.,The speed of the train is 95 km/h.,C) 92 Kmph,"B) 90 Kmph 

The train can cross the electric pole in 20 seconds, so it must be traveling at 90 km/hr.","D) 95 Kmph

The train's speed can be calculated by dividing the length of the train by the time it takes to cross the electric pole. In this case, the train is 500 meters long and it takes 20 seconds to cross the electric pole. This means the train is travelling at a speed of 25 meters per second, or 95 kilometers per hour.","A) 95 Kmph 

The train can cross an electric pole in 20 seconds, so it is travelling at 95 km/h.",The speed of the train is 95 kmph.,"A train 500 m long can cross an electric pole in 20 sec. This means that the train can travel 500/20 = 25 m/s. Therefore, the speed of the train is 25 m/s or 95 km/h.","A) 95 Kmph 

The speed of the train can be calculated using the equation:

Speed = Distance / Time

Therefore, the speed of the train is:

Speed = 500m / 20s

Speed = 25m/s

Converting to kilometers per hour:

Speed = 25m/s * (60min/60s) * (1km/1000m)

Speed = 25km/h

The speed of the train is 95 kilometers per hour.",B)90 Kmph
54,"The smallest number when increased by 1 that is divisible by 6, 9, 15, 35, and 45 is 630. The number 629 is not divisible by 45.","The smallest number when increased by 1 that is divisible by 6, 9, 15, 35, and 45 is 630. The number must be divisible by 6, so it must end in 0 or 2 or 4 or 6 or 8. The number must be divisible by 9, so the sum of the digits must be a multiple of 9. The number must be divisible by 15, so it must be divisible by both 3 and 5. The number must be divisible by 35, so it must be divisible by 7. The number must be divisible by 45, so it must be divisible by 9 and by 5. The only number that meets all these requirements is 630.","D) 629. 629 + 1 = 630, which is divisible by 6, 9, 15, 35, and 45.","The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is: B)630","B)630 

The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is 630.","The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is: A)631 B)630 C)359 D)629 E)600

The answer is B) 630. The number 630 is divisible by 6, 9, 15, 35, and 45. When 1 is added to 630, the resulting number (631) is also divisible by these numbers.","B)630 The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is 630. The number 629 is not divisible by 9.","The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is: B)630","The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is: B)630","The smallest number when increased by "" 1 "" is exactly divisible by 6,9,15,35,45 is: B)630",D)629
55,C) 1480 keystrokes are needed to type the numbers from 1 to 500. This is because there are 500 numbers and each number has 3 keystrokes associated with it. 500 * 3 = 1500. 1500 - 20 = 1480.,"C) 1480 

500 digits takes 500 keystrokes.","C)1480 

500 digits * 3 keystrokes per digit = 1500 keystrokes
-20 keystrokes for the spaces = 1480 keystrokes",D)1562,12 keystrokes are needed to type the numbers from 1 to 100. 500 divided by 100 equals 5. 5 multiplied by 12 equals 60. 60 plus 2 equals 62 keystrokes.,"C) 1480

500 numbers require 500 keystrokes.",C) 1480,"C)1480

500 digits * 3 keystrokes per digit = 1500 keystrokes
1 digit * 1 keystroke per digit = 1 keystroke

1500 + 1 = 1501 keystrokes","C)1480

To type the numbers from 1 to 500, 1480 keystrokes are needed.",C) 1480,B)1392
56,E) The only possible answer is 28 because the sum of the digits is 10 and the digit in the unit's place is 4 times the digit in the ten's place.,The number is 28 because 8 times 4 equals 32 and 2 plus 8 equals 10.,"The answer is B)41. The digit in the unit's place is four times the digit in ten's place, so the digit in the ten's place must be 2. The sum of the digits must be 10, so the digit in the unit's place must be 8. Therefore, the number is 82.","The answer is E) 28. The reasoning is as follows: In a two-digit number, the digit in the unit's place is four times the digit in ten's place. Therefore, the digit in the ten's place must be equal to 2. The digit in the unit's place must be equal to 8. The sum of the digits is equal to 10.","The number is 28. The digit in the unit's place is 8, which is 4 times the digit in the ten's place, which is 2. The sum of the digits is 8 + 2, which is equal to 10.",E) 28 Because: 4(2)+8=10 and no other option matches this description.,"The number is 28. The digit in the unit's place is four times the digit in ten's place, so the only possibility is 2 multiplied by 8. The sum of the digits is equal to 10, so the number must be 28.","C)14 The reasoning is as follows: In a two-digit number, the digit in the unit's place is four times the digit in ten's place. Therefore, the digits in the number must be 1 and 4. The sum of the digits is equal to 10, so the number must be 14.","The number is 28. The sum of the digits is 10, and the digit in the units place is 4 times the digit in the tens place.","E) 28

The reasoning is as follows:

In a two-digit number, the digit in the ten's place will be worth 10 times as much as the digit in the unit's place. Therefore, if the digit in the unit's place is four times the digit in the ten's place, then the sum of the digits will be equal to 10. The only number that satisfies this is 28.",E)28
57,D) 24a2,"The surface of a cube is composed of the six faces of the cube. Each of the faces is a square, and each square has an edge length of 7a cm. The surface area of a cube is therefore 6*(7a)^2 = 294a^2.","D) 24a2 The surface of a cube is six faces, each of which is a square. The edge is the length of one side of a face, so the surface area is 6 times the area of one face, which is a square with sides of length a. The area of a square is a2, so the surface area is 6 times a2 or 24a2.","The surface area of a cube is 6a^2, so the answer is D) 24a^2.",D) 24a2 The surface area of a cube is the area of each of the six faces. The area of a face is the length of an edge squared. The edge of a cube is 7a cm. The surface area is therefore 6(7a)2 = 24a2.,"The edge of a cube is 7a cm. Find its surface? A)24a8 B)24a4 C)24a1 D)24a2 E)294a2

The surface area of a cube is 6 times the area of one of its faces. The area of one face is a^2, so the surface area of the cube is 6a^2.",The surface of a cube is 6a^2.,"The surface of a cube is 6 times the area of one of its faces. The area of one of the faces is a^2, so the surface area is 6a^2.","The answer is D) 24a2. Each face of a cube has an area of a2, and there are 6 faces on a cube. Therefore, the surface area is 6a2 or 24a2.","B)24a4 The surface area of a cube is the area of each of the six faces. To find the area of each face, we can find the area of one face and multiply by six. To find the area of one face, we can find the length of one edge and multiply by the length of the other two edges. The length of one edge is 7a, so the length of the other two edges is also 7a. The area of one face is then 7a*7a=49a^2. The surface area of the cube is then 49a^2*6=294a^2.",E)294a2
58,"The new price was not less than half the original price, so the original price was Rs.4. There were 41.225 chocolates sold.",C)1.2,"The answer is D)1.5.

The shopkeeper sold all of the chocolates when they reduced the price, so we know that the new price was less than half the original price. We also know that the shopkeeper made a total of Rs 164.90 from the chocolate sales. This means that each chocolate was sold for less than Rs 2.50. There are 1.5 chocolates in Rs 2.50, so 1.5 chocolates were sold.",C)1.2,"The answer is E)1.6.

The shopkeeper sold all of the chocolates when they reduced the price, so they must have sold at least 164.90 / 2 = 82.45 chocolates. If the new price was not less than half the original price quoted, then the new price must have been at least 1.5 * 2 = 3. Therefore, the shopkeeper must have sold at least 82.45 / 3 = 27.48 chocolates.",C)1.2,"The answer is C)1.2.

This can be determined by using the following equation:

Original Price x Number of Chocolates Sold = Total Revenue

2 x Number of Chocolates Sold = 164.90

Number of Chocolates Sold = 164.90 / 2

Number of Chocolates Sold = 82.45

Since the shopkeeper sold all of the chocolates, the number of chocolates sold must be a whole number. The closest whole number to 82.45 is 82, which is equal to 1.2 chocolates.",C) 1.2,"The new price must have been Rs.1, because if it were more than that the shopkeeper would not have sold all the chocolates. If it were less than Rs.1, then the shopkeeper would have made more than Rs.164.90. So, the shopkeeper must have sold 1.9 chocolates.","The answer is D)1.5.

The shopkeeper sold all of the chocolates when they reduced the price, so they must have sold more than half of the chocolates. D)1.5 is the only option that meets this criteria.",B)1.7
59,"C) 33 inches. Each part would be one third of the total length, so 33 inches.",C)33 inches,C)33 inches. 7ft 9in = 93in. 93in/3 = 31in.,"C) 33 inches. Each part would be one third of the board's length, so 33 inches.","B) 32 inches. If you divide 7 feet 9 inches by 3, you get 32 inches for each part.","C)33 inches. Each part would be one third of the board, so 33 inches.","C) 33 inches. Each part would be one third of the length of the board, and 33 inches is one third of 7 feet 9 inches.",C) 33 inches,"C) 33 inches. Each part would be one third of the length of the board, so 33 inches.","C) 33 inches. Each part would be one third of the board's length, and 7ft. 9 inches is equal to 93 inches. Therefore, each part would be 31 inches long.",A)31 inches
60,"C) 14 There are 14 zeroes in the expression 15*32*25*22*40*75*98*112*125. This is because there are 2 factors of 5, 2 factors of 2, and 1 factor of 10. 2*2*1 + 2*1 = 6. And 6 + 5 + 2 = 13.",There are 12 zeroes in the expression 15*32*25*22*40*75*98*112*125. This is because there are 12 factors of 10 in the expression.,The number of zeroes in the expression 15*32*25*22*40*75*98*112*125 is 12. This is because there are 12 factors of 10 in the expression.,There are 12 zeroes in the expression 15*32*25*22*40*75*98*112*125. This is because there are 12 factors of 10 in the expression.,The answer is C)14. There are 14 zeroes in the expression 15*32*25*22*40*75*98*112*125.,"The number of zeroes in the expression 15*32*25*22*40*75*98*112*125 is 7.

The number of zeroes in a product is equal to the sum of the number of zeroes in the factors. In this expression, there are 2 zeroes in 15, 1 zero in 32, 2 zeroes in 25, 1 zero in 22, 1 zero in 40, 1 zero in 75, 1 zero in 98, 1 zero in 112, and 1 zero in 125. This gives a total of 7 zeroes.","The answer is E)6. In order for there to be a zero in the final answer, each factor in the expression must be divisible by 10. 12 out of the 18 factors are divisible by 10.",The number of zeroes in the expression 15*32*25*22*40*75*98*112*125 is 12. This is because there are 12 factors of 10 in the expression.,"There are 7 zeroes in the expression 15*32*25*22*40*75*98*112*125. The reason for this is because there are 7 factors of 10 in the expression: 15, 32, 25, 40, 75, 98, and 125.","The number of zeroes in the expression 15*32*25*22*40*75*98*112*125 is 12. This is because there are 12 factors of 10 in the expression: 15, 32, 25, 40, 75, 98, 112, and 125.",B)9
61,"The diagonals of a rhombus are 18 cm and 22 cm. Find its area? A)277 B)266 C)198 D)288 E)212

The area of a rhombus can be found using the formula A=d1*d2/2, where d1 and d2 are the lengths of the diagonals. In this case, A=18*22/2=198. Therefore, the correct answer is C.","C) 198 

The area of a rhombus is found by taking the length of the diagonals and multiplying them together and then dividing by 2. In this case, 18 * 22 = 396. 396 / 2 = 198.","D)288. A rhombus has equal sides, so the length of each side is 18 cm + 22 cm/2, or 20 cm. The area of a rhombus is length x width, so the area is 20 cm x 20 cm, or 400 cm². Since 1 cm² = 100 mm², the area is 400 mm², or 4 cm², so the answer is D.","A) 277

The diagonals of a rhombus are 18 cm and 22 cm. The area of a rhombus is given by the formula:

A = d1 * d2 / 2

where d1 and d2 are the lengths of the diagonals.

Therefore, the area of the rhombus is:

A = 18 * 22 / 2

A = 396 / 2

A = 198","A)277

The area of a rhombus can be found using the formula:

Area = 1/2 * d1 * d2

where d1 and d2 are the lengths of the diagonals.

In this case, d1 = 18 cm and d2 = 22 cm, so the area of the rhombus is:

Area = 1/2 * 18 * 22
     = 1/2 * 396
     = 198","D)288 The area of a rhombus is found by taking the length of the diagonals and multiplying them together and then dividing by 2. In this case, 18*22=396. 396/2=198.","D)288. The area of a rhombus is given by the formula A=1/2*d1*d2, where d1 and d2 are the lengths of the diagonals. In this case, d1=18 and d2=22, so A=1/2*18*22=288.","The answer is D) 288. A rhombus is a quadrilateral with all sides equal, so the formula for the area of a rhombus is A= 1/2 d1*d2, where d1 and d2 are the lengths of the diagonals. In this case, d1=18 and d2=22, so A= 1/2(18)(22)=288.","A)277

The area of a rhombus is equal to half of the product of its diagonals. Therefore, the area of this rhombus is equal to half of the product of 18 and 22, which is equal to 198.","B) 266 because when you average the two diagonals, you get 20 and when you multiply that by the height which is also 20, you get 400.",C)198
62,D) 22 1/2 %,The rate of simple interest is 22 1/2 %.,"The answer is D)22 1/2 %.

The rate of simple interest is calculated by dividing the total interest earned by the principal. In this case, the total interest earned is 360 (9x40), and the principal is 1. So, 360/1 = 22.5, and the answer is 22.5%.",The rate of simple interest is 22.5%.,"The answer is D)22 1/2 %.

The rate of simple interest can be calculated using the following formula:

rate = P * r * t

Where P is the original amount, r is the rate of interest, and t is the number of years.

In this case, P is 1, r is .225, and t is 40. Therefore, the rate of simple interest is 22.5%.","The answer is D) 22 1/2 %. 

To find the rate of simple interest, we need to divide the amount of interest (9 rupees) by the principal (1 rupee) and the time period (40 years). This gives us a rate of 22.5%.",The rate of simple interest is 22 1/2%.,"If rupee one produces rupees nine over a period of 40 years, the rate of simple interest is 22.5%.","The correct answer is D) 22 1/2 %. 

To find the rate of simple interest, we need to divide the amount of interest by the principal and by the number of years. In this case, we would divide 9 by 1 and by 40, to get 0.225, or 22 1/2 %.","D) 22 1/2 %

The rate of return is 22.5%.",D)22 1/2 %
63,"B) 8:21

A and B invest Rs.6000 and Rs.12000 in a business. After 4 months, A withdraws half of his capital and 2 months later, B withdraws one-third of his capital. In what ratio should they share the profits at the end of the year? A)32:99 B)8:21 C)32:45 D)34:89 E)35:21

The correct answer is B) 8:21.

A and B invest Rs.6000 and Rs.12000 in a business. After 4 months, A withdraws half of his capital and 2 months later, B withdraws one-third of his capital. In what ratio should they share the profits at the end of the year? A)32:99 B)8:21 C)32:45 D)34:89 E)35:21

The correct answer is B) 8:21.","The correct answer is D)34:89.

A and B invest Rs.6000 and Rs.12000 in a business. After 4 months, A withdraws half of his capital and 2 months later, B withdraws one-third of his capital. In order to calculate the ratio in which they should share the profits, we need to calculate the total amount of money that each person has invested over the course of the year.

A has invested Rs.6000 for 4 months, which is equal to Rs.24000. B has invested Rs.12000 for 6 months, which is equal to Rs.72000. Therefore, the ratio in which they should share the profits is 34:89.",B should receive 3/4 of the profits because he invested twice as much as A.,"The correct answer is C)32:45.

A and B invested in the business in the ratio of 1:2. After A withdrew half of his investment, the ratio became 1:1. When B withdrew one-third of his investment, the final ratio became 2:3. Therefore, A and B should share the profits in the ratio of 2:3.",The ratio should be 32:45 because A invested Rs.6000 for 8 months and B invested Rs.12000 for 6 months.,"The correct answer is D)34:89.

A and B have invested different amounts of money in the business, so it makes sense that they would share the profits in a ratio based on their initial investment. A has invested Rs.6000 and B has invested Rs.12000, so the ratio of their investment is 1:2. Therefore, the ratio of their profits should be 1:2 as well, and they should each receive Rs.3489.","The correct answer is B) 8:21.

A and B both invested Rs.6000 in the business, so A's investment is 1/3 of the total investment. B's investment is 2/3 of the total investment. A withdrew half of his investment after 4 months, so he has 1/6 of the total investment. B withdrew one-third of his investment after 2 months, so he has 1/3 of the total investment.

The total investment at the end of the year is Rs.12000 + Rs.6000 - Rs.6000/2 - Rs.12000/3 = Rs.18000.

The total profit at the end of the year is Rs.18000 * 0.3 = Rs.5400.

A's share of the profit is Rs.5400 * 1/6 = Rs.900.

B's share of the profit is Rs.5400 * 2/3 = Rs.3600.

A's share of the profit is 8/21 of the total profit and B's share of the profit is 21/21 of the total profit.","E)35:21

A and B invest Rs.6000 and Rs.12000 in a business. After 4 months, A withdraws half of his capital and 2 months later, B withdraws one-third of his capital. In what ratio should they share the profits at the end of the year? A)32:99 B)8:21 C)32:45 D)34:89 E)35:21

E)35:21","E)35:21

A and B have invested different amounts of money in the business, so it is fair that they receive different ratios of the profits. A has invested Rs.6000 and B has invested Rs.12000, so the ratio of their investment is 1:2. Therefore, the ratio of the profits that they receive should be 1:2 as well.",The ratio should be 8:21 because A invested Rs.6000 for 8 months and B invested Rs.12000 for 21 months.,B)8:21
64,The length of the train is 150 meters.,C) 200 m,B) 100 m,C) 250 m,The length of the train is 600m.,The length of the train is 150 m.,The length of the train is m.,C) 150 m,The length of the train is 400 meters.,C) 120 m,C)m
65,"The man drove 4.0 miles. This is because 34 cents multiplied by 4 equals 1.36, which is close to the 1.24 that the man paid.","The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, he drove 3.25 miles.","The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, he drove 3.25 miles.","The man drove 3.75 miles. This can be determined by looking at the rental charges. For the first 1/4 mile, the man is charged 34 cents. For the next 1/2 mile, the man is charged 6 cents per 1/5 of a mile, or 36 cents. This brings the total cost to 70 cents for the first 3/4 mile. The man is then charged 6 cents per 1/5 of a mile for the next 1/4 mile, or 72 cents. This brings the total cost to $1.42 for 1.0 mile. The man is then charged 6 cents per 1/5 of a mile for the next 1/4 mile, or 72 cents. This brings the total cost to $1.42 for 1.0 mile. The man is then charged 6 cents per 1/5 of a mile for the next 1/4 mile, or 72 cents. This brings the total cost to $1.42 for 1.0 mile. The man is then charged 6 cents per 1/5 of a mile for the next 1/4 mile, or 72 cents. This brings the total cost to $2.14 for 1.25 miles. The man is then charged 6 cents per 1/",The man drove 4 miles. This is because the rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. 1.24/0.34=3.64. 3.64*4=14.56. 14.56/0.06=243.3. 243.3/5=48.66. 48.66+1=49.66. 49.66/4=12.41. 12.41-1=11.41. 11.41*5=57.,"The man drove 4 miles. This is because the rental charge for the first 1/4 mile is 34 cents, and the rental charge for the next 1/5 mile is 6 cents. Therefore, the total rental charge for 4 miles would be 34 + (6 * 3) = $1.24.","The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, he drove 3.75 miles.","The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, how many miles did he drive?

A) 2.5

B) 3.0

C) 3.25

D) 3.75

E) 4.0

The answer is E) 4.0. The man paid $1.24 in rental charges, which is equal to 4.0 miles.","C) 3.25 miles

The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. If a man paid $1.24 in rental charges, he drove 3.25 miles.","C) 3.25 

The rental charge for a car is 34 cents for the first 1/4 mile driven and 6 cents for every 1/5 mile driven over the initial 1/4 mile. 

34 cents * 4 = $1.36 

6 cents * 5 = $0.30 

$1.36 + $0.30 = $1.66 

Because the man only paid $1.24, he must have driven 3.25 miles.",C)3.25
66,"f these

C)119","f these

The candidate can attempt the questions in 209 ways.","f the above

B) (4!-1)*(5!-1)*(6!-1): There are 4 questions in section 1, out of which the candidate can attempt any 3 questions. This can be done in 4!-1 ways. Similarly, for sections 2 and 3, the candidate can attempt any 3 questions out of 5 and 6 questions respectively. This can be done in (5!-1)*(6!-1) ways. Therefore, the total number of ways in which the candidate can attempt the questions is (4!-1)*(5!-1)*(6!-1).","f these

Option E)None of these

Since a candidate need not attempt all the questions, option A)209 is not correct.

Option B) (4!-1)*(5!-1)*(6!-1)

Since a candidate need not attempt all the questions, option B) is not correct.

Option C) 119

Since a candidate need not attempt all the questions, option C) is not correct.

Option D) 29295

Since a candidate need not attempt all the questions, option D) is not correct.

Hence, the correct option is E)None of these.","f these

The answer is D)29295. 

A question paper consists of three sections 4,5 and 6 questions respectively. Attempting one question from each section is compulsory but a candidate need not attempt all the questions. In how many ways can a candidate attempt the questions? A)209 B)(4!-1)*(5!-1)*(6!-1) C)119 D)29295 E)None of these

The answer is D)29295.","f these

A) 209

There are 209 ways to attempt the questions in a question paper consisting of three sections with 4, 5, and 6 questions respectively. A candidate need not attempt all the questions, but must attempt one question from each section.","f the above

The answer is 209.

There are 4 questions in section 1, 5 questions in section 2, and 6 questions in section 3. 

The candidate must attempt 1 question from each section, but does not have to attempt all questions. 

Therefore, the number of ways the candidate can attempt the questions is 4*5*6 = 120. 

However, we must subtract the 1 way in which the candidate can attempt all questions, since that is not a valid option. 

Therefore, the total number of ways the candidate can attempt the questions is 120-1 = 119.","f these

B) (4!-1)*(5!-1)*(6!-1)

There are 4! ways to arrange 4 questions, 5! ways to arrange 5 questions, and 6! ways to arrange 6 questions. Since one question must be chosen from each section, we need to subtract 1 from each of these factorials to account for the fact that one of the questions in each section has already been chosen.","f these

C)119","f these

C)119",D)29295
67,"C)7 

It will take the 6 women 7 days to complete the work. The 7 children will take 8 days to complete the work.","C)7 

10 women can complete a work in 9 days. This means that 1 woman can complete the work in 0.9 days. 
10 children can complete the work in 12 days. This means that 1 child can complete the work in 1.2 days. 
6 women and 7 children can complete the work in 7 days.","The answer is D) 8 days.

It will take 8 days for 6 women and 7 children to complete the work. This is because the women will work at 3/5 the speed of the children, so 10 women will work at the same speed as 12 children. Therefore, 6 women will work at 2/3 the speed of 12 children. This means that it will take 8 days for 6 women and 7 children to complete the work.","C)7

Each woman can complete 1/9 of the work in 1 day. Each child can complete 1/12 of the work in 1 day. 6 women can complete 6/9 of the work in 1 day. 7 children can complete 7/12 of the work in 1 day. 6 women and 7 children can complete 13/21 of the work in 1 day. It will take 7 days for 6 women and 7 children to complete the work.","C)7 days. The women will complete the work in 6 days, and the children will take 7 days to complete the work.","C)7 days. It will take the 6 women 7 days to complete the work, and the 7 children will take 8 days to complete the work.",C) 7 days,C) 7 days. It will take the same amount of time as it would take 10 women to complete the work.,"D)8

It will take 8 days for 6 women and 7 children to complete the work.",C)7 days,D)8
68,The third number is 48 because 5 + 43 = 48 and 6 + 54 = 60.,C) 48,"C) The sum of the longest and smallest numbers is 12, which equals the sum of the third number and 54. Therefore, the third number is 48.","C) The third number is 48. This is because the sum of the longest and smallest numbers is 12, and the sum of the third number and 54 is 12.","The answer is D)43.

The longest number is 5 + 6 = 11, and the smallest number is 5 - 6 = -1. So the sum of the longest and smallest numbers is 11 + (-1) = 10.

The sum of the third number and 54 is 10 + 54 = 64. So the third number is 64 - 54 = 10.",The third number is 43.,"The third number is 48 because if you add 5 + 43, it equals 48.",The third number is 48.,"C)C)48 The sum of the longest and smallest numbers is 12. 12 + 54 = 66. The sum of the third number and 54 is also 66. Therefore, the third number is 66 - 54, which is 48.",The third number is 48.,E)E)54
69,C) 36 handshakes,There will be a total of 36 handshakes. Each person shakes hands with 8 other people.,C) 36,There will be a total of 36 handshakes. Each person will shake hands with 8 other people.,"There will be a total of 36 handshakes. Each person shakes hands with every other person except for themselves, so there are 9*8=72 handshakes. But each handshake is counted twice, once for each person, so you have to divide by 2. 72/2=36.",There will be a total of 36 handshakes. Each person will shake hands with 8 other people.,C) 36,"C) 36

There will be 9 people shaking hands with 8 other people, for a total of 72 handshakes.",There will be a total of 36 handshakes. Each person will shake hands with 8 other people.,There will be a total of 36 handshakes. Each person will shake hands with 8 other people.,C)36
70,"C) 25 because when you sum the squares you get 351 and when you sum their products taken two at a time you get 245, so the sum would be 351+245=596. 596/24=24.8333 and you round up to the nearest number, which is 25.",The sum of the three numbers is 22.,The sum of the squares of three numbers is 351 and the sum of their products taken two at a time is 245. The sum of the three numbers is 22.,"The sum of the squares of three numbers is 351. This can be represented as a sum of two squares, 351 = 18^2 + 7^2. The sum of their products taken two at a time is 245, which can be represented as a sum of two squares, 245 = 15^2 + 10^2. The sum of the squares of the numbers is 18^2 + 7^2 + 15^2 + 10^2 = 18^2 + 7^2 + (15 + 10)^2 = 18^2 + 7^2 + 25^2 = 351 + 245 = 596.","C) 25

Reasoning:

We can use the fact that the sum of the squares of three numbers is 351 to solve for one of the numbers, say x. We have:

x^2 + y^2 + z^2 = 351

x^2 = 351 - y^2 - z^2

x = sqrt(351 - y^2 - z^2)

Now, we can use the fact that the sum of the products of two of the numbers is 245 to solve for another number, say y. We have:

xy + yz + zx = 245

xy = 245 - yz - zx

y(x + z) = 245 - zx

y = (245 - zx)/(x + z)

Plugging in our expression for x, we have:

y = (245 - zx)/(sqrt(351 - y^2 - z^2) + z)

Now, we can use the fact that the sum of the three numbers is 25 to solve for the last number, say z. We have:

x + y + z = 25

z","The answer is D)26.

The sum of the squares of three numbers is 351. This means that the sum of the products of two of those numbers is 245. The sum of the products of two of the numbers is equal to the sum of the squares of the two numbers minus the square of the third number.

Therefore, the sum of the products of two of the numbers is equal to 351 - the square of the third number.

The square of the third number is 9, so the sum of the products of two of the numbers is 351 - 9, or 342.

The sum of the three numbers is the sum of the products of two of the numbers plus the third number. Therefore, the sum of the three numbers is 342 + 3, or 26.",C)25 The sum of the squares is 351. The sum of the products taken two at a time is 245. The sum of the numbers is 25.,B) 22,C) 25,"The answer is C) 25. 

The sum of the squares of three numbers is 351. This can be rewritten as: 

3^2 + x^2 + y^2 = 351 

The sum of their products taken two at a time is 245. This can be rewritten as: 

3xy + xy = 245 

From the first equation, we can solve for x^2: 

x^2 = 351 - 3^2 - y^2 

Substituting this into the second equation, we get: 

3xy + xy = 245 
xy(3 + 1) = 245 
xy = 245/(3 + 1) 
xy = 80 

From the first equation, we can solve for y^2: 

y^2 = 351 - 3^2 - x^2 

Substituting this into the second equation and solving for y, we get: 

y = sqrt(245/3 - 3) 
y = 5 

Now that we have both x and y, we can solve for the sum: 

x + y",E)29
71,The area of an equilateral triangle of side 16 cm is B)64√3 cm2.,A)64√6 cm2,"B)64√3 cm2 

The area of an equilateral triangle is 1/4 * base * height. The base and height of an equilateral triangle are the same, so the base and height are both 16 cm. The area is therefore 1/4 * 16 * 16, or 64√3 cm2.","The area of an equilateral triangle is A=√3/4 * s^2, where s is the side of the triangle. Given that s=16 cm, we have that A=√3/4 * 16^2=64√3 cm^2.",The area of an equilateral triangle of side 16 cm is 64√3 cm2.,"B)64√3 cm2 

The area of an equilateral triangle can be found using the formula: 
A= 1/4 * √3 * s^2
Where s is the length of the side. 

In this case, s=16 cm. 

A= 1/4 * √3 * 16^2

A=64√3 cm2","B)64√3 cm2

The area of an equilateral triangle is given by the equation: 

A = 1/4 * √3 * s^2

Where s is the length of one side of the triangle. 

For an equilateral triangle, all sides are equal, so we can plug in 16 cm for s: 

A = 1/4 * √3 * 16^2

A = 1/4 * √3 * 256

A = 64√3","B. The area of an equilateral triangle is 1/4*base*height. The base and height of an equilateral triangle are both equal to the length of the side, so in this case the base and height are both 16 cm. The area is then 1/4*16*16, or 1/4*256, which is equal to 64√3.","The area of an equilateral triangle is A=1/4*√3*a^2, where a is the length of the side of the triangle. In this case, a=16 cm. Therefore, the area of the triangle is A=1/4*√3*16^2=64√3 cm^2.","The area of an equilateral triangle with side length s is A=s^2*sqrt(3)/4.

For an equilateral triangle with side length 16 cm, the area is A=16^2*sqrt(3)/4=64*sqrt(3)/4=64√3/4 cm^2.",D)34√3 cm2
72,"The equation W=–2^n = (–2)^-n does not have a solution because when n is an odd number, the left side of the equation is negative and the right side is positive.","C)2^n = (–2)^-n

This is not true because when n is odd, 2^n is positive but (–2)^-n is negative.",The equation W=–2^n = (–2)^-n has no solution because the left side is always negative and the right side is always positive.,"A)W=–2^n = (–2)^-n 
This equation does not have a solution because if you take the negative of both sides, you get W=-2^-n which is not equal to (–2)^-n.

B)2^-n = (–2)^n 
This equation does not have a solution because if you take the negative of both sides, you get 2^n=-(-2)^n which is not equal to (–2)^n.

C)2^n = (–2)^-n 
This equation does not have a solution because if you take the negative of both sides, you get 2^-n=-(-2)^-n which is not equal to (–2)^n.

D)(–2)^n = –2^n 
This equation has at least one solution because both sides are equal to -2.

E)(–2)^-n = –2^-n 
This equation has at least one solution because both sides are equal to -2.","A) W=–2^n = (–2)^-n

This equation does not have any solutions because the left hand side is always negative, while the right hand side is always positive.","The equation W=–2^n = (–2)^-n does not have a solution because when n is an even number, the left side of the equation is negative and the right side is positive. When n is an odd number, the left side is positive and the right side is negative. Therefore, there is no value of n for which this equation is true.","D) (-2)^n = -2^n

This equation has no solution because when n is an even number, (-2)^n is positive, but -2^n is negative. When n is an odd number, (-2)^n is negative, but -2^n is positive. Therefore, the two sides of the equation are never equal.","A)W=–2^n = (–2)^-n

The equation W=–2^n = (–2)^-n has no solutions because it is not possible for a number to be equal to its own negative.","The equation W=–2^n = (–2)^-n has no solution because if you take the negative of both sides, you would get W=2^n=(2)^-n, which has no solution.",The only equation that does not have a solution is equation D. All other equations have an infinite number of solutions.,A)W=–2^n = (–2)^-n
