ID,Body,Question,Equation,Answer,Type
chal-501,Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugar,How many cups of flour did she put in?,( ( 10.0 - 3.0 ) - 5.0 ),2,Subtraction
chal-502,Faye had 35 packs of pencils each one having 4 pencils. She was placing her pencils into rows with 2 pencils in each row.,How many rows could she make?,( 35.0 * ( 4.0 / 2.0 ) ),70,Multiplication
chal-503,Each Ferris wheel in paradise park has 19 seats. Each seat in a Ferris wheel can hold 15 people.,How many people can ride 20 Ferris wheels at the same time?,( ( 19.0 * 15.0 ) * 20.0 ),5700,Multiplication
chal-504,Bobby had 19 pieces of candy. He ate 2 pieces of candy.,How many pieces of candy does he still have left?,( 19.0 - 2.0 ),17,Subtraction
chal-505,Bobby had 20 pieces of candy. He ate 34 pieces of candy. Then he ate 18 more.,How many pieces of candy did Bobby eat?,( 34.0 + 18.0 ),52,Addition
chal-506,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before that",How many more visitors visited the Buckingham palace on that day than on the previous 245 days?,( 705.0 - ( 191.0 + 457.0 ) ),57,Subtraction
chal-507,Paul had 108 books and 55 pens. After selling some books and pens in a garage sale he had 66 books and 59 pens left.,How many books did he sell in the garage sale?,( 108.0 - 66.0 ),42,Subtraction
chal-508,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds.,How much did Marco's strawberries weigh?,( 30.0 - 11.0 ),19,Subtraction
chal-509,"Julia played tag with 5 kids on monday, 9 kids on tuesday and 15 kids on wednesday.",How many kids did she play with on monday and wednesday?,( 5.0 + 15.0 ),20,Addition
chal-510,Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds.,How much did his dad's strawberries weigh?,( 37.0 - 15.0 ),22,Subtraction
chal-511,Shirley sold 10 boxes of trefoils.,How many boxes are in each case if she needs to deliver 5 cases of boxes?,( 10.0 / 5.0 ),2,Common-Division
chal-512,Paul got a box of 521 crayons and 66 erasers for his birthday. At the end of the school year he only had 154 left while not having lost a single erasers.,How many crayons had been lost or given away?,( 521.0 - 154.0 ),367,Subtraction
chal-513,David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups,How many push-ups did Zachary and David do altogether?,( ( 38.0 + 38.0 ) - 56.0 ),20,Subtraction
chal-514,Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection.,How many more wrappers than bottle caps does danny have now?,( 43.0 - 27.0 ),16,Subtraction
chal-515,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that.,How many bags did she find after monday?,( 10.0 + 4.0 ),14,Addition
chal-516,Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils.,How many rows could she make?,( 28.0 * ( 24.0 / 16.0 ) ),42,Multiplication
chal-517,4 birds and 3 storks were sitting on the fence. 6 more storks came to join them.,How many more storks than birds are sitting on the fence?,( ( 3.0 + 6.0 ) - 4.0 ),5,Subtraction
chal-518,Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week.,How much does she weigh now?,( ( 114.0 - 50.0 ) - 60.0 ),4,Subtraction
chal-519,6 packs of dvds can be bought with 120 dollars.,How much does each pack cost?,( 120.0 / 6.0 ),20,Common-Division
chal-520,"Julia played tag with 14 kids on monday, 2 kids on tuesday and 8 kids on wednesday.",How many more kids did she play with on monday than on wednesday?,( 14.0 - 8.0 ),6,Subtraction
chal-521,"There were 73 parents, 724 pupils and 744 teachers in the program.",How many people were present in the program?,( ( 73.0 + 724.0 ) + 744.0 ),1541,Addition
chal-522,At the stop 8 more people got on the train. Initially there were 11 people on the train.,How many people are there on the train now?,( 11.0 + 8.0 ),19,Addition
chal-523,Frank had 33 pieces of candy. He lost 24 of them. If he put the remaining pieces into bags with 9 pieces in each bag,How many bags would he have?,( ( 33.0 - 24.0 ) / 9.0 ),1,Common-Division
chal-524,Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves,How many books are there in each bookshelf?,( 34.0 / 2.0 ),17,Common-Division
chal-525,A waiter had 3 customers. After some more arrived he had 8 customers.,How many new customers arrived?,( 8.0 - 3.0 ),5,Subtraction
chal-526,Brenda's mother made cookies for guests. If she prepared 38 cookies and each of them had 19 cookies,How many guests did she prepare cookies for?,( 38.0 / 19.0 ),2,Common-Division
chal-527,"They decided to hold the party in their backyard. They have some sets of tables, each having the 3 chairs. If there are a total of 9 chairs in the backyard",How many sets of tables do they have?,( 9.0 / 3.0 ),3,Common-Division
chal-528,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round,How many rounds did he play?,( 154.0 / 11.0 ),14,Common-Division
chal-529,"Jack received 3 emails in the afternoon, 6 emails in the morning and some more in the evening. If he received a total of 10 emails in the day",How many emails did jack receive in the evening?,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction
chal-530,There are 65 baskets of peaches. Each basket has 7 red peaches and 3 green peaches.,How many peaches are in each basket?,( 7.0 + 3.0 ),10,Addition
chal-531,The school is planning a field trip. The school has 102 classrooms. There are 11 students in the school and 99 seats on each school bus. If 8 students do n't want to go for the trip,How many students are going on the trip?,( 11.0 - 8.0 ),3,Subtraction
chal-532,Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet,How much more carpet does she need to cover the whole floor?,( ( 11.0 * 15.0 ) - 16.0 ),149,Subtraction
chal-533,Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples.,How many more peaches than apples does Steven have?,( 17.0 - 16.0 ),1,Subtraction
chal-534,Danny collects bottle caps. He threw away 60 of the old ones at the park while he found 58 bottle caps new ones. Now he has 67 bottle caps in his collection.,How many bottle caps did danny have at first?,( ( 67.0 + 60.0 ) - 58.0 ),69,Subtraction
chal-535,Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left.,How many cards did Nell give to Jeff?,( ( 573.0 - 195.0 ) - 210.0 ),168,Subtraction
chal-536,Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax,How many more grams of wax does he need?,( 492.0 - 11.0 ),481,Subtraction
chal-537,Winter is almost here and most animals are migrating to warmer countries. There are 49 bird families living near the mountain. 59 bird families flew away for winter and 24 new bird families came to live near the mountain from the arctic.,How many bird families were left near the mountain?,( ( 49.0 - 59.0 ) + 24.0 ),14,Addition
chal-538,Steven has 19 peaches. Jake has 12 fewer peaches than Steven and 72 more peaches than Jill.,How many peaches does Jake have?,( 19.0 - 12.0 ),7,Subtraction
chal-539,Josh had some marbles in his collection. He lost 21 marbles. If he has 12 marbles now,How many marbles did he have in his collection?,( 21.0 + 12.0 ),33,Addition
chal-540,He had 15 aquariums for saltwater animals and 62 aquariums for freshwater animals. Each aquarium has 19 animals in it.,How many animals does he have in total?,( ( 15.0 + 62.0 ) * 19.0 ),1463,Multiplication
chal-541,Jessie currently weighs 27 kilograms. After she started to go jogging everyday she lost 101 kilograms.,How much did she weigh before starting to jog?,( 27.0 + 101.0 ),128,Addition
chal-542,Dan has $ 3 left with him after he bought a candy bar for $ 2.,How much money did he have initially?,( 3.0 + 2.0 ),5,Addition
chal-543,Zachary did 53 push-ups and 14 crunches in gym class today. David did 17 more push-ups but 10 less crunches than zachary.,How many push-ups and crunches did Zachary do?,( 53.0 + 14.0 ),67,Addition
chal-544,A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long.,How many more pages does the first chapter have than the second chapter?,( 91.0 - 23.0 ),68,Subtraction
chal-545,Danny collects bottle caps. He found 36 bottle caps at the park while he threw away 35 old ones. Now he has 22 bottle caps in his collection.,How many more bottle caps did danny find at the park than those he threw away?,( 36.0 - 35.0 ),1,Subtraction
chal-546,Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money.,How much money is left?,( 4.0 - 3.0 ),1,Subtraction
chal-547,Mary is baking a cake. The recipe calls for 6 cups of sugar and 9 cups of flour. She already put in 2 cups of flour.,How many more cups of flour than cups of sugar does she need to add now?,( ( 9.0 - 2.0 ) - 6.0 ),1,Subtraction
chal-548,"At the zoo, a cage had 95 snakes and 61 alligators. If 64 snakes were hiding",How many snakes were not hiding?,( 95.0 - 64.0 ),31,Subtraction
chal-549,Emily is making bead necklaces for her friends. She was able to make 6 necklaces and she had 18 beads.,How many beads did each necklace need?,( 18.0 / 6.0 ),3,Common-Division
chal-550,Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles.,How many bags of cans did she have altogether?,( 3.0 + 7.0 ),10,Addition
chal-551,Robin has some packages of gum. There are 7 pieces in each package. Robin has 6 extra pieces of gum. In all the number of pieces of gums robin has is 41.,How many packages does Robin have?,( ( 41.0 - 6.0 ) / 7.0 ),5,Common-Division
chal-552,Baker made 155 cakes. If his friend bought 140 cakes from him,How many cakes would baker still have?,( 155.0 - 140.0 ),15,Subtraction
chal-553,2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus.,How many more children are on the bus now than there were before the bus stop?,( 10.0 - 2.0 ),8,Subtraction
chal-554,Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection.,How many bottle caps did danny have at first?,( 28.0 - 22.0 ),6,Subtraction
chal-555,For the walls of the house he would use 8 large planks of wood. If each plank of wood needs 74 pieces of nails to be secured,How many planks does John need for the house wall?,8.0,8,Common-Division
chal-556,Paco ate 36 cookies. If he had 37 cookies initially,How many cookies did Paco have left?,( 37.0 - 36.0 ),1,Subtraction
chal-557,Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more.,How many pieces of candy does he still have left?,( 21.0 - ( 5.0 + 9.0 ) ),7,Subtraction
chal-558,Baker made 54 cakes. He sold some of them. If he still has 13 cakes left,How many cakes did baker sell?,( 54.0 - 13.0 ),41,Subtraction
chal-559,During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home.,How many more kids spent their summer break at the camp compared to those who stayed home?,( 819058.0 - 668278.0 ),150780,Subtraction
chal-560,Randy has 79 blocks. He uses 14 blocks to build a tower and 11 blocks to build a house.,How many blocks are left?,( 79.0 - ( 14.0 + 11.0 ) ),54,Subtraction
chal-561,Every day Ryan spends 6 hours on learning english 7 hours on learning chinese and 3 hours on learning spanish.,"How many hours does he spend on learning english, chinese and spanish in all?",( ( 6.0 + 7.0 ) + 3.0 ),16,Addition
chal-562,2 birds were sitting on the fence. Some more birds came to join them. If there are a total of 6 birds on the fence now,How many more birds had come to sit on the fence?,( 6.0 - 2.0 ),4,Subtraction
chal-563,In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls,How many boys are there in that school?,( 635.0 + 510.0 ),1145,Addition
chal-564,Jesse's room is 12 feet long and 11 feet wide.,How much longer is her room than it is wide?,( 12.0 - 11.0 ),1,Subtraction
chal-565,There are 16 different books and 14 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 13 of the movies,How many more books than movies are there in the ' crazy silly school ' series?,( 16.0 - 14.0 ),2,Subtraction
chal-566,You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total,How many bags of cookies do you have?,( 28.0 / 14.0 ),2,Common-Division
chal-567,Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf.,How many more books than action figures were on his shelf?,( 10.0 - ( 2.0 + 4.0 ) ),4,Subtraction
chal-568,Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour,How many cups of flour did she put in?,( 13.0 - 12.0 ),1,Subtraction
chal-569,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of biology homework.",How many pages of math and reading homework did she have to complete?,( 9.0 + 11.0 ),20,Addition
chal-570,Paige was helping her mom plant flowers in 8 flowerbeds. They planted 32 seeds altogether. If they put same number of seeds in each flower bed,How many seeds did they plant in each flowerbed?,( 32.0 / 8.0 ),4,Common-Division
chal-571,He then went to see the oranges being harvested. He found out that they harvest 25 sacks of unripe oranges and 5 sacks of ripe oranges per day.,How many sacks of ripe oranges will they have after 73 days of harvest?,( 5.0 * 73.0 ),365,Multiplication
chal-572,Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale he had 68 books left.,How many books did he sell in the garage sale?,( ( 134.0 - 39.0 ) - 68.0 ),27,Subtraction
chal-573,Paco had 97 salty cookies and 34 sweet cookies. He ate 15 sweet cookies and 56 salty cookies.,How many sweet cookies did Paco have left?,( 34.0 - 15.0 ),19,Subtraction
chal-574,The school is planning a field trip. The school has 84 classrooms. 95 school buses are fully filled with 118 seats on each school bus.,How many students are in the school?,( 95.0 * 118.0 ),11210,Multiplication
chal-575,Faye was placing her pencils and crayons into 30 rows with 71 crayons and 24 pencils in each row.,How many pencils does she have?,( 30.0 * 24.0 ),720,Multiplication
chal-576,Faye was placing 12 pencils equally into 3 rows.,How many pencils did she place in each row?,( 12.0 / 3.0 ),4,Common-Division
chal-577,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday.",How many more kids did she play with on monday and tuesday than on wednesday?,( ( 15.0 + 18.0 ) - 7.0 ),26,Subtraction
chal-578,Baker made 133 cakes. If he sold 51 of them,How many more cakes did baker make than those he sold?,( 133.0 - 51.0 ),82,Subtraction
chal-579,There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2,How many groups are there?,( 18.0 / 2.0 ),9,Common-Division
chal-580,Olivia spent 38 dollars at a supermarket. If there were 128 dollars in her wallet initially,How much money does she have left?,( 128.0 - 38.0 ),90,Subtraction
chal-581,Baker sold 44 cakes. If he had made 48 cakes initially,How many cakes would baker still have?,( 48.0 - 44.0 ),4,Subtraction
chal-582,Every day Ryan spends 5 hours on learning chinese and some more hours on learning english. If he spends 2 hours more on learning english than on learning chinese,How many hours does he spend on learning english?,( 5.0 + 2.0 ),7,Addition
chal-583,Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework,How many pages did she have to complete in all?,( ( 8.0 + 8.0 ) - 3.0 ),13,Subtraction
chal-584,Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7.,How much money did he spend to buy candy bar than he did to buy chocolate?,( 7.0 - 3.0 ),4,Subtraction
chal-585,Jessie weighed 92 kilograms. After she started to go jogging everyday she lost 56 kilograms in the first week and 99 kilograms in the second week.,How much did she weigh after the first week of jogging?,( 92.0 - 56.0 ),36,Subtraction
chal-586,"Julia played tag with 2 kids on monday, 14 kids on tuesday and 16 kids on wednesday.",How many kids did she play with on tuesday and wednesday?,( 14.0 + 16.0 ),30,Addition
chal-587,21 children were riding on the bus. At the bus stop 10 children got off the bus while some more got on the bus. Then there were 16 children altogether on the bus.,How many children got on the bus at the bus stop?,( ( 16.0 - 21.0 ) + 10.0 ),5,Addition
chal-588,Baker made 62 cakes. Then he made 149 more cakes. He sold 144 of them.,How many cakes would baker still have?,( ( 62.0 - 144.0 ) + 149.0 ),67,Addition
chal-589,Paul got a box of some crayons for his birthday. By the end of the school year he only had 291 crayons left since he had either lost or given away 315 of them.,How many crayons did he get for his birthday?,( 315.0 + 291.0 ),606,Addition
chal-590,Jack received 5 emails and 6 letters in the morning. He then received 9 emails and 7 letters in the afternoon.,How many letters did jack receive in the day?,( 6.0 + 7.0 ),13,Addition
chal-591,Lewis earns $ 403 every week during the 233 weeks of harvest. If he has to pay $ 49 rent every week,How much money does he earn during harvest season?,( 403.0 * 233.0 ),93899,Multiplication
chal-592,He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges.,How many days will it take to harvest 80 sacks of oranges?,( 80.0 / 16.0 ),5,Common-Division
chal-593,Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum.,How many packages does Robin have?,( 42.0 / 3.0 ),14,Common-Division
chal-594,During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 215 by selling 5 t-shirts.,What is the cost of each t-shirt?,( 215.0 / 5.0 ),43,Common-Division
chal-595,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 32 inches farther than the grasshopper and the mouse jumped 26 inches lesser than the frog.",How far did the mouse jump?,( ( 25.0 + 32.0 ) - 26.0 ),31,Subtraction
chal-596,He then went to see the oranges being harvested. He found out that they harvest 76 sacks per day and discard 64 of them.,How many oranges do they harvest per day if each sack contains 50 oranges?,( ( 76.0 - 64.0 ) * 50.0 ),600,Multiplication
chal-597,Jesse's room is 7 feet wide. If she needs a carpet of size 14 square feet,What is the length of her room?,( 14.0 / 7.0 ),2,Common-Division
chal-598,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days,How many hours does he spend on learning english in all?,( 6.0 * 2.0 ),12,Multiplication
chal-599,Ed had 10 more marbles than Doug. Doug lost 11 of his marbles at the playground. If Ed had 45 marbles,How many more marbles did Ed have than Doug then?,( 10.0 + 11.0 ),21,Addition
chal-600,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends,How many invitations will be left?,( ( 10.0 * 7.0 ) - 2.0 ),68,Subtraction
chal-601,Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree.,How many apples did rachel pick?,( 4.0 - 2.0 ),2,Subtraction
chal-602,Bobby ate 28 pieces of candy. Then he ate 42 more. He also ate 63 pieces of chocolate.,How many pieces of candy did Bobby eat?,( 28.0 + 42.0 ),70,Addition
chal-603,The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys.,How much more does a jersey cost than a t-shirt?,( 115.0 - 25.0 ),90,Subtraction
chal-604,Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left,How many pieces of candy had he eaten at the start?,( ( 22.0 - 5.0 ) - 8.0 ),9,Subtraction
chal-605,If each pack costs 81 dollars,How much will it cost to buy 33 packs of dvds?,( 81.0 * 33.0 ),2673,Multiplication
chal-606,There were 61 parents in the program and 177 pupils too. The program could seat 44 people,How many people were present in the program?,( 61.0 + 177.0 ),238,Addition
chal-607,Every day Ryan spends 4 hours on learning english and 6 hours on learning chinese. If he learns for 86 days,How many hours does he spend on learning english and chinese each day?,( 4.0 + 6.0 ),10,Addition
chal-608,Baker made 126 cakes and 48 pastries. If he sold 115 cakes and 81 pastries,How many more cakes than pastries did baker make?,( 126.0 - 48.0 ),78,Subtraction
chal-609,At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes,How many more tickets did Dave use to buy toys than he did to buy clothes?,( 12.0 - 7.0 ),5,Subtraction
chal-610,"A grocery store had 30 bottles of regular soda, 8 bottles of diet soda and 41 apples.",How many bottles did they have total?,( 30.0 + 8.0 ),38,Addition
chal-611,There are 11 baskets of peaches. Each basket has 10 red peaches and 18 green peaches.,How many peaches are in the baskets altogether?,( ( 10.0 + 18.0 ) * 11.0 ),308,Multiplication
chal-612,Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons.,How many crayons did he have left?,( 440.0 - ( 111.0 + 106.0 ) ),223,Subtraction
chal-613,Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day,How many campers went rowing in the morning?,( 60.0 - 7.0 ),53,Subtraction
chal-614,He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them.,How many sacks of oranges will they have after 51 days of harvest?,( ( 74.0 - 71.0 ) * 51.0 ),153,Multiplication
chal-615,Next on his checklist is wax to stick the feathers together. If he has 557 g of wax and right now he just needs 17 g,Total how many grams of wax do the feathers require?,( 557.0 + 17.0 ),574,Addition
chal-616,Jerry had 7 books and 3 action figures on a shelf in his room. Later he added 2 more action figures to the shelf.,How many more books than action figures were on his shelf?,( 7.0 - ( 3.0 + 2.0 ) ),2,Subtraction
chal-617,Matthew gave 6 crackers to each his friends. If he had 36 crackers,How many friends did he give crackers to?,( 36.0 / 6.0 ),6,Common-Division
chal-618,Katie had 57 new games and 39 old games. Her friends had 34 new games.,How many more games does Katie have than her friends?,( ( 57.0 + 39.0 ) - 34.0 ),62,Subtraction
chal-619,26 children were riding on the bus. At the bus stop 38 more children got on the bus.,How many children are on the bus now?,( 26.0 + 38.0 ),64,Addition
chal-620,Josh had 21 marbles in his collection. He found 7 marbles.,How many marbles does he have now?,( 21.0 + 7.0 ),28,Addition
chal-621,Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought,How many balloons did Allan bring to the park?,( 6.0 - 4.0 ),2,Subtraction
chal-622,At the arcade Dave had won 14 tickets and lost 2 tickets. If he used 10 to buy some toys,How many tickets did Dave have left?,( ( 14.0 - 2.0 ) - 10.0 ),2,Subtraction
chal-623,During summer break 610769 kids from Lawrence county go to camp and the other 590796 kids stay home. An additional 22 kids from outside the county attended the camp.,About how many kids are in Lawrence county?,( 610769.0 + 590796.0 ),1201565,Addition
chal-624,Edward had $ 18. He spent $ 16.,How much money does Edward have now?,( 18.0 - 16.0 ),2,Subtraction
chal-625,For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars.,How much more money did she receive from her dad than she did from her mom?,( 5.0 - 2.0 ),3,Subtraction
chal-626,Robin's hair was 14 inches long. It grew by 8 inches. Then he cut off 20 inches.,How long is his hair now?,( ( 14.0 - 20.0 ) + 8.0 ),2,Addition
chal-627,Edward spent $ 16 to buy 92 books each book costing him the same amount of money. Now he has $ 6.,How much did Edward have before he spent his money?,( 16.0 + 6.0 ),22,Addition
chal-628,During summer break 34044 kids from Lawrence county go to camp and the other 134867 kids stay home. An additional 424944 kids from outside the county attended the camp.,How many kids in total attended the camp?,( 34044.0 + 424944.0 ),458988,Addition
chal-629,Baker made 14 cakes and 153 pastries. If he sold 8 pastries and 97 cakes,How many more cakes than pastries did baker sell?,( 97.0 - 8.0 ),89,Subtraction
chal-630,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially",How many trees does she have left?,( 12.0 - 2.0 ),10,Subtraction
chal-631,Paco had 8 sweet cookies and 6 salty cookies. He ate 20 sweet cookies and 34 salty cookies.,How many more salty cookies than sweet cookies did he eat?,( 34.0 - 20.0 ),14,Subtraction
chal-632,"A grocery store had 79 bottles of regular soda, 53 bottles of diet soda and 42 apples.",How many more bottles of regular soda than diet soda did they have?,( 79.0 - 53.0 ),26,Subtraction
chal-633,Carol was sending out birthday invitations to 12 friends. She bought 3 packs each one having the same number of invitations.,How many invitations are in each pack?,( 12.0 / 3.0 ),4,Common-Division
chal-634,Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples.,How many apples does Jake have?,( 3.0 + 8.0 ),11,Addition
chal-635,Josh had 22 marbles in his collection. Jack gave him 20 marbles.,How many marbles does Josh have now?,( 22.0 + 20.0 ),42,Addition
chal-636,Faye had 31 packs of pencils each one having 6 pencils. She was placing her pencils into rows with 19 pencils in each row.,How many pencils does she have?,( 31.0 * 6.0 ),186,Multiplication
chal-637,Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples.,How many peaches does Jake have?,( 13.0 - 10.0 ),3,Subtraction
chal-638,Rebecca wants to split a collection of eggs into 4 groups. Rebecca has 8 eggs and 6 marbles.,How many eggs will each group have?,( 8.0 / 4.0 ),2,Common-Division
chal-639,Jack received 4 emails and sent 2 letters in the morning. He then received 6 emails and sent 8 letters in the afternoon.,How many emails did Jack send in the day?,( 2.0 + 8.0 ),10,Addition
chal-640,"Rachel had to complete 7 pages of math homework, 11 pages of reading homework and 8 more pages of biology homework.",How many more pages of reading homework than biology homework did she have?,( 11.0 - 8.0 ),3,Subtraction
chal-641,Dan has $ 2. He bought some candy bar for $ 6 each one costing $ 3.,How many candy bar did he buy?,( 6.0 / 3.0 ),2,Common-Division
chal-642,"Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate.",How many packs of groceries did she buy in all?,( ( 4.0 + 22.0 ) + 16.0 ),42,Addition
chal-643,The school has 304 grades and each grade has 75 students,How many students were there in total?,( 304.0 * 75.0 ),22800,Multiplication
chal-644,The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17,How much farther until they reach the end of the cave?,( 1218.0 - 849.0 ),369,Subtraction
chal-645,Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left,How many pieces of candy did Bobby eat?,( 32.0 - 20.0 ),12,Subtraction
chal-646,Baker sold 8 cakes. If he had made 40 cakes initially,How many more cakes did baker make than those he sold?,( 40.0 - 8.0 ),32,Subtraction
chal-647,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 92 visitors came to the Buckingham palace that day. If there were 419 visitors the previous day and 103 visitors the day before that",How many visited the Buckingham palace before that day?,( 419.0 + 103.0 ),522,Addition
chal-648,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that day",How many more visitors visited the Buckingham palace on that day than on the previous day?,( 666.0 - 100.0 ),566,Subtraction
chal-649,In Haley's class 4 are boys who love to play marbles. If Haley has 23 marbles and wants to keep 15 marbles for herself,How many will each of the boys receive?,( ( 23.0 - 15.0 ) / 4.0 ),2,Common-Division
chal-650,Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends,How many crackers did each person eat?,( 22.0 / 11.0 ),2,Common-Division
chal-651,Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them.,How many apples were there on all trees initially?,( ( 3.0 * 8.0 ) + 9.0 ),33,Addition
chal-652,Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour.,How many more cups of sugar than cups of flour does she need to add now?,( 11.0 - ( 9.0 - 4.0 ) ),6,Subtraction
chal-653,The school is planning a field trip. The school has 17 classrooms. There are 46 school buses and a total of 92 students in the school. If all buses are full,How many seats are in each bus?,( 92.0 / 46.0 ),2,Common-Division
chal-654,For Gwen's birthday she received some dollars. She spent 8 dollars and has 6 dollars left with her.,How much money did Gwen receive for her birthday?,( 8.0 + 6.0 ),14,Addition
chal-655,Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection.,How many bottle caps did danny have at first?,( 66.0 + 25.0 ),91,Addition
chal-656,Jake has 6 fewer peaches than Steven. Steven has 18 more peaches than Jill. If jill has 5 peaches,How many peaches does Jake have?,( ( 18.0 + 5.0 ) - 6.0 ),17,Subtraction
chal-657,During summer break 907611 kids from Lawrence county stay home and the other 455682 kids go to camp.,About how many kids are in Lawrence county?,( 455682.0 + 907611.0 ),1363293,Addition
chal-658,Jerry had 8 action figures and 9 books on a shelf in his room. Later he added 10 more books to the shelf.,How many books were on his shelf in all?,( 9.0 + 10.0 ),19,Addition
chal-659,4 birds and 6 storks were sitting on the fence. 2 more storks came to join them.,How many storks are sitting on the fence?,( 6.0 + 2.0 ),8,Addition
chal-660,Allan brought 6 balloons and Jake brought 2 balloons to the park. Jake then bought 3 more balloons at the park.,How many more balloons did Allan have than Jake in the park?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction
chal-661,Faye was placing her pencils and crayons into 19 rows with 4 pencils and 27 crayons in each row.,How many pencils does she have?,( 19.0 * 4.0 ),76,Multiplication
